 alt,temp,press,dens,Gamma
44640.0,263.1703722857135,156.11936214815353,0.002066606892966489,1.40067
44680.0,263.28081498523926,155.32218478421743,0.0020551918892102354,1.40067
44720.0,263.3912563045518,154.52941962815626,0.002043844825990816,1.40067
44760.0,263.5016962436769,153.74104037414386,0.0020325652699204637,1.40067
44800.00000000001,263.6121348026405,152.95702088440027,0.002021352790560567,1.40067
44840.0,263.72257198146843,152.17733518804783,0.0020102069604003643,1.40067
44880.0,263.83300778018656,151.40195747997464,0.0019991273548357865,1.40067
44920.0,263.9434421988208,150.63086211970554,0.0019881135521484503,1.40067
44960.0,264.05387523739694,149.86402363028304,0.0019771651334848385,1.40067
45000.0,264.1643068959409,149.10141669715318,0.0019662816828355995,1.40067
45040.0,264.27473717447856,148.34301616706307,0.0019554627870150467,1.40067
45080.0,264.3851660730358,147.58879704696358,0.0019447080356407834,1.40067
45120.0,264.49559359163845,146.83873450292205,0.001934017021113507,1.40067
45160.00000000001,264.6060197303124,146.0928038590407,0.0019233893385969423,1.40067
45200.0,264.71644448908353,145.35098059638582,0.001912824585997963,1.40067
45240.0,264.8268678679776,144.61324035192033,0.0019023223639468136,1.40067
45280.0,264.93728986702064,143.87955891744843,0.0018918822757775316,1.40067
45320.0,265.04771048623843,143.1499122385656,0.001881503927508497,1.40067
45360.0,265.15812972565675,142.4242764136166,0.001871186927823133,1.40067
45400.0,265.26854758530163,141.70262769265955,0.0018609308880507302,1.40067
45440.0,265.3789640651988,140.98494247644194,0.0018507354221474859,1.40067
45480.00000000001,265.48937916537415,140.2711973153772,0.0018406001466775858,1.40067
45520.0,265.5997928858536,139.561368908535,0.0018305246807945245,1.40067
45560.0,265.71020522666294,138.8554341026353,0.0018205086462225143,1.40067
45600.0,265.8206161878281,138.15336989104927,0.0018105516672380347,1.40067
45640.0,265.93102576937486,137.4551534128112,0.0018006533706515686,1.40067
45680.0,266.04143397132907,136.76076195163276,0.001790813385789418,1.40067
45720.0,266.1518407937167,136.07017293492578,0.0017810313444756767,1.40067
45760.0,266.2622462365635,135.383363932836,0.0017713068810143887,1.40067
45800.00000000001,266.3726502998954,134.70031265727695,0.0017616396321717548,1.40067
45840.0,266.4830529837382,134.02099696097565,0.0017520292371585378,1.40067
45880.0,266.59345428811775,133.3453948365251,0.0017424753376126035,1.40067
45920.0,266.70385421305997,132.67348441543865,0.0017329775775815218,1.40067
45960.0,266.8142527585906,132.0052439672192,0.0017235356035054138,1.40067
46000.0,266.92464992473566,131.34065189842605,0.0017141490641998036,1.40067
46040.0,267.03504571152087,130.6796867517565,0.0017048176108387136,1.40067
46080.0,267.1454401189721,130.0223272051286,0.001695540896937806,1.40067
46120.0,267.25583314711525,129.368552070772,0.0016863185783376822,1.40067
46160.00000000001,267.3662247959761,128.71834029432716,0.0016771503131873262,1.40067
46200.0,267.4766150655805,128.07167095394803,0.0016680357619276364,1.40067
46240.0,267.58700395595446,127.42852325941175,0.001658974587275091,1.40067
46280.0,267.6973914671236,126.78887655123883,0.001649966454205589,1.40067
46320.0,267.80777759911393,126.15271029981197,0.001641011029938312,1.40067
46360.0,267.91816235195125,125.52000410450827,0.001632107983919803,1.40067
46400.0,268.02854572566133,124.89073769283392,0.0016232569878081179,1.40067
46440.0,268.13892772027015,124.26489091956483,0.0016144577154570874,1.40067
46480.00000000001,268.24930833580345,123.64244376589708,0.0016057098429007534,1.40067
